date,USD,CNY,JPY,KRW
2024-08-09,1.000000,7.173700,147.669006,1373.760010
2024-08-12,1.000000,7.166300,147.042007,1363.839966
2024-08-13,1.000000,7.174000,146.981995,1369.540039
2024-08-14,1.000000,7.152900,146.970993,1362.170044
2024-08-15,1.000000,7.137300,147.253006,1355.709961
2024-08-16,1.000000,7.173400,149.222000,1363.510010
2024-08-19,1.000000,7.164000,147.955994,1348.979980
2024-08-20,1.000000,7.140500,146.699005,1330.880005
2024-08-21,1.000000,7.132000,145.347000,1327.579956
2024-08-22,1.000000,7.131800,145.117996,1333.660034
2024-08-23,1.000000,7.144400,146.201996,1339.540039
2024-08-26,1.000000,7.124000,144.000000,1323.880005
2024-08-27,1.000000,7.118100,144.516006,1326.640015
2024-08-28,1.000000,7.123100,143.975006,1326.359985
2024-08-29,1.000000,7.124300,144.432999,1336.689941
2024-08-30,1.000000,7.095500,144.889999,1332.880005
2024-09-02,1.000000,7.092100,146.380997,1336.579956
2024-09-03,1.000000,7.116600,146.722000,1337.550049
2024-09-04,1.000000,7.120400,145.352997,1340.410034
2024-09-05,1.000000,7.111900,143.324005,1331.010010
2024-09-06,1.000000,7.091300,143.393005,1332.790039
2024-09-09,1.000000,7.087900,142.485992,1337.770020
2024-09-10,1.000000,7.113600,143.177002,1341.270020
2024-09-11,1.000000,7.120800,142.233994,1343.339966
2024-09-12,1.000000,7.119700,142.589996,1339.180054
2024-09-13,1.000000,7.116600,141.498993,1335.689941
2024-09-16,1.000000,7.092700,140.789993,1329.510010
2024-09-17,1.000000,7.092500,140.789993,1319.109985
2024-09-18,1.000000,7.092500,142.014999,1322.930054
2024-09-19,1.000000,7.081000,142.710007,1322.260010
2024-09-20,1.000000,7.067000,142.858002,1327.609985
2024-09-23,1.000000,7.050900,144.003998,1331.500000
2024-09-24,1.000000,7.051300,143.638000,1333.619995
2024-09-25,1.000000,7.030200,142.962997,1324.890015
2024-09-26,1.000000,7.032300,144.682999,1335.050049
2024-09-27,1.000000,7.009000,145.076004,1313.300049
2024-09-30,1.000000,7.010300,142.783005,1309.300049
2024-10-01,1.000000,7.017500,143.710007,1315.329956
2024-10-02,1.000000,7.030400,143.735992,1324.839966
2024-10-03,1.000000,7.037700,146.582001,1324.030029
2024-10-04,1.000000,7.045100,146.839996,1334.410034
2024-10-07,1.000000,7.017500,148.820007,1345.880005
2024-10-08,1.000000,7.019100,148.145996,1342.369995
2024-10-09,1.000000,7.057800,148.158997,1341.310059
2024-10-10,1.000000,7.080100,149.160004,1343.020020
2024-10-11,1.000000,7.080100,148.703995,1349.739990
2024-10-14,1.000000,7.065200,149.334000,1348.329956
2024-10-15,1.000000,7.087200,149.669998,1357.270020
2024-10-16,1.000000,7.117800,149.098999,1363.180054
2024-10-17,1.000000,7.118400,149.576004,1364.199951
2024-10-18,1.000000,7.123000,150.100006,1370.050049
2024-10-21,1.000000,7.100800,149.600006,1369.010010
2024-10-22,1.000000,7.118000,150.604996,1376.500000
2024-10-23,1.000000,7.121700,151.138000,1376.630005
2024-10-24,1.000000,7.125300,152.768997,1377.339966
2024-10-25,1.000000,7.118700,151.783005,1376.319946
2024-10-28,1.000000,7.120100,152.951996,1387.660034
2024-10-29,1.000000,7.127500,153.179001,1381.969971
2024-10-30,1.000000,7.130100,153.274002,1383.180054
2024-10-31,1.000000,7.114800,153.203995,1378.569946
2024-11-01,1.000000,7.118500,151.979996,1372.930054
2024-11-04,1.000000,7.121700,152.287003,1379.339966
2024-11-05,1.000000,7.097800,152.276001,1372.859985
2024-11-06,1.000000,7.102200,151.434998,1378.000000
2024-11-07,1.000000,7.176900,154.320007,1399.800049
2024-11-08,1.000000,7.141200,153.179993,1372.079956
2024-11-11,1.000000,7.178200,152.904007,1397.199951
2024-11-12,1.000000,7.211100,153.479996,1400.550049
2024-11-13,1.000000,7.231600,154.654999,1406.650024
2024-11-14,1.000000,7.223500,155.429001,1399.000000
2024-11-15,1.000000,7.229200,156.468002,1400.829956
2024-11-18,1.000000,7.231000,154.664001,1394.349976
2024-11-19,1.000000,7.235400,154.617004,1389.500000
2024-11-20,1.000000,7.238100,154.718002,1392.160034
2024-11-21,1.000000,7.244000,155.294998,1397.619995
2024-11-22,1.000000,7.233700,154.218002,1399.599976
2024-11-25,1.000000,7.242000,154.145996,1403.510010
2024-11-26,1.000000,7.239500,154.378006,1395.560059
2024-11-27,1.000000,7.252000,153.009003,1395.270020
2024-11-28,1.000000,7.246200,151.335999,1388.469971
2024-11-29,1.000000,7.242900,151.173996,1393.300049
2024-12-02,1.000000,7.240700,149.897995,1399.859985
2024-12-03,1.000000,7.270900,149.507996,1401.060059
2024-12-04,1.000000,7.283800,149.647003,1411.670044
2024-12-05,1.000000,7.263000,150.567001,1410.800049
2024-12-06,1.000000,7.259200,150.207001,1399.989990
2024-12-09,1.000000,7.269300,150.029999,1424.219971
2024-12-10,1.000000,7.259500,151.408005,1426.599976
2024-12-11,1.000000,7.248700,151.807007,1433.949951
2024-12-12,1.000000,7.261100,152.244995,1429.150024
2024-12-13,1.000000,7.267600,152.587006,1427.859985
2024-12-16,1.000000,7.275100,153.453003,1434.449951
2024-12-17,1.000000,7.282400,154.085999,1431.349976
2024-12-18,1.000000,7.284600,153.572006,1436.420044
2024-12-19,1.000000,7.285400,154.673004,1451.500000
2024-12-20,1.000000,7.295400,157.643997,1437.449951
2024-12-23,1.000000,7.295400,156.533005,1445.420044
2024-12-24,1.000000,7.297000,157.164993,1442.699951
2024-12-25,1.000000,7.294600,157.106995,1453.420044
2024-12-26,1.000000,7.297200,157.132996,1457.609985
2024-12-27,1.000000,7.297300,157.748001,1466.989990
2024-12-30,1.000000,7.297800,157.873001,1472.800049
2024-12-31,1.000000,7.298100,156.994995,1467.390015
2025-01-02,1.000000,7.298100,157.718994,1473.520020
2025-01-03,1.000000,7.298600,157.362000,1471.650024
2025-01-06,1.000000,7.319600,157.481003,1465.530029
2025-01-07,1.000000,7.322300,157.742996,1459.449951
2025-01-08,1.000000,7.326400,158.235992,1451.880005
2025-01-09,1.000000,7.331500,158.192001,1457.969971
2025-01-10,1.000000,7.332100,158.048004,1455.229980
2025-01-13,1.000000,7.331700,157.886993,1472.250000
2025-01-14,1.000000,7.329800,157.363998,1458.890015
2025-01-15,1.000000,7.330900,158.050003,1460.439941
2025-01-16,1.000000,7.330100,156.255005,1437.219971
2025-01-17,1.000000,7.331000,155.356003,1453.319946
2025-01-20,1.000000,7.324000,156.306000,1457.380005
2025-01-21,1.000000,7.313300,155.248993,1435.530029
2025-01-22,1.000000,7.271200,155.774002,1425.790039
2025-01-23,1.000000,7.271200,156.440002,1434.339966
2025-01-24,1.000000,7.286200,156.154999,1433.930054
2025-01-27,1.000000,7.243100,155.744003,1427.630005
2025-01-28,1.000000,7.250700,154.908997,1417.920044
2025-01-29,1.000000,7.250200,155.559006,1443.260010
2025-01-30,1.000000,7.169000,155.169998,1443.319946
2025-01-31,1.000000,7.180900,154.097000,1441.660034
2025-02-03,1.000000,7.185800,155.363007,1456.780029
2025-02-04,1.000000,7.195000,155.276993,1459.050049
2025-02-05,1.000000,7.181900,154.132996,1450.160034
2025-02-06,1.000000,7.270500,152.606003,1443.890015
2025-02-07,1.000000,7.287800,151.192993,1442.150024
2025-02-10,1.000000,7.286800,151.845993,1450.619995
2025-02-11,1.000000,7.304500,151.759003,1453.209961
2025-02-12,1.000000,7.307200,152.738998,1450.750000
2025-02-13,1.000000,7.308800,154.255005,1452.119995
2025-02-14,1.000000,7.288800,152.988998,1438.739990
2025-02-17,1.000000,7.253000,152.022995,1432.599976
2025-02-18,1.000000,7.253000,151.444000,1441.290039
2025-02-19,1.000000,7.278600,151.931000,1440.079956
2025-02-20,1.000000,7.283300,151.220001,1439.979980
2025-02-21,1.000000,7.255500,149.408005,1431.699951
2025-02-24,1.000000,7.250000,149.386993,1434.290039
2025-02-25,1.000000,7.247600,149.863998,1428.650024
2025-02-26,1.000000,7.247600,149.078003,1429.500000
2025-02-27,1.000000,7.258000,148.837997,1434.420044
2025-02-28,1.000000,7.285300,150.011993,1449.859985
2025-03-03,1.000000,7.282800,150.770996,1459.800049
2025-03-04,1.000000,7.284300,149.304993,1457.930054
2025-03-05,1.000000,7.265100,149.798996,1452.849976
2025-03-06,1.000000,7.250600,148.897995,1443.030029
2025-03-07,1.000000,7.250600,148.108002,1446.500000
2025-03-10,1.000000,7.234000,147.608002,1446.260010
2025-03-11,1.000000,7.259100,147.069000,1457.030029
2025-03-12,1.000000,7.259100,148.042007,1451.020020
2025-03-13,1.000000,7.237100,148.279007,1448.750000
2025-03-14,1.000000,7.237100,147.949005,1453.229980
2025-03-17,1.000000,7.237100,148.598007,1449.050049
2025-03-18,1.000000,7.232700,149.378998,1442.489990
2025-03-19,1.000000,7.227300,149.451996,1448.939941
2025-03-20,1.000000,7.230000,148.490005,1443.390015
2025-03-21,1.000000,7.247700,148.595993,1465.819946
2025-03-24,1.000000,7.248500,149.677002,1464.780029
2025-03-25,1.000000,7.253000,150.774002,1466.270020
2025-03-26,1.000000,7.256900,149.949997,1462.089966
2025-03-27,1.000000,7.256900,150.473007,1465.680054
2025-03-28,1.000000,7.263300,150.847000,1461.890015
2025-03-31,1.000000,7.262800,149.617004,1469.410034
2025-04-01,1.000000,7.256700,149.912994,1471.959961
2025-04-02,1.000000,7.269700,149.783005,1469.969971
2025-04-03,1.000000,7.267500,147.871994,1466.040039
2025-04-04,1.000000,7.267500,146.231003,1450.680054
2025-04-07,1.000000,7.281300,145.432999,1458.520020
2025-04-08,1.000000,7.308100,147.789001,1469.949951
2025-04-09,1.000000,7.338800,145.845001,1486.130005
2025-04-10,1.000000,7.350000,147.399002,1443.949951
2025-04-11,1.000000,7.314000,143.746994,1452.040039
2025-04-14,1.000000,7.291600,143.695999,1419.050049
2025-04-15,1.000000,7.311900,143.220993,1419.420044
2025-04-16,1.000000,7.311900,143.181000,1427.020020
2025-04-17,1.000000,7.311900,141.927994,1414.229980
2025-04-22,1.000000,7.299000,140.876007,1421.640015
2025-04-23,1.000000,7.311800,142.688004,1429.219971
2025-04-24,1.000000,7.286000,143.223007,1426.449951
2025-04-25,1.000000,7.286000,142.878998,1430.060059
2025-04-28,1.000000,7.286400,143.841003,1437.359985
2025-04-29,1.000000,7.294000,142.177994,1435.880005
2025-04-30,1.000000,7.269000,142.298996,1431.160034
2025-05-01,1.000000,7.270600,143.009003,1423.750000
2025-05-02,1.000000,7.270600,145.447998,1435.099976
2025-05-05,1.000000,7.270600,144.623993,1398.900024
2025-05-06,1.000000,7.270000,143.654007,1374.369995
2025-05-07,1.000000,7.216300,143.035004,1374.770020
2025-05-08,1.000000,7.225200,143.848007,1397.290039
2025-05-09,1.000000,7.225200,146.014999,1403.849976
2025-05-12,1.000000,7.236300,145.811996,1395.170044
2025-05-13,1.000000,7.201800,148.309998,1416.030029
2025-05-14,1.000000,7.205700,147.528000,1416.000000
2025-05-15,1.000000,7.205700,146.649994,1407.329956
2025-05-16,1.000000,7.206500,145.613007,1397.020020
2025-05-19,1.000000,7.209000,145.298004,1398.130005
2025-05-20,1.000000,7.209000,144.975006,1388.550049
2025-05-21,1.000000,7.219400,144.328003,1392.729980
2025-05-22,1.000000,7.201900,143.755005,1373.859985
2025-05-23,1.000000,7.203700,143.858002,1381.339966
2025-05-26,1.000000,7.203700,142.867004,1364.729980
2025-05-27,1.000000,7.203700,142.654999,1368.099976
2025-05-28,1.000000,7.203700,144.177002,1374.800049
2025-05-29,1.000000,7.203700,145.697006,1373.599976
2025-05-30,1.000000,7.203700,143.779007,1370.410034
2025-06-02,1.000000,7.203700,143.815002,1381.989990
2025-06-03,1.000000,7.203700,142.451996,1376.069946
2025-06-04,1.000000,7.203700,143.837006,1377.719971
2025-06-05,1.000000,7.203700,142.731995,1361.089966
2025-06-06,1.000000,7.175000,143.542007,1354.550049
2025-06-09,1.000000,7.188600,144.690994,1359.189941
2025-06-10,1.000000,7.180200,144.539993,1353.849976
2025-06-11,1.000000,7.180200,144.837997,1363.880005
2025-06-12,1.000000,7.192800,144.203003,1365.689941
2025-06-13,1.000000,7.192800,143.194000,1349.790039
2025-06-16,1.000000,7.181000,144.091003,1365.140015
2025-06-17,1.000000,7.179000,144.729004,1357.780029
2025-06-18,1.000000,7.184500,145.376007,1380.500000
2025-06-19,1.000000,7.188800,144.955002,1370.750000
2025-06-20,1.000000,7.188000,145.218002,1374.890015
2025-06-23,1.000000,7.188000,146.223999,1369.469971
2025-06-24,1.000000,7.179000,145.927994,1361.939941
2025-06-25,1.000000,7.171300,144.957001,1353.780029
2025-06-26,1.000000,7.176400,144.904007,1357.030029
2025-06-27,1.000000,7.167500,144.694000,1352.760010
2025-06-30,1.000000,7.172100,144.516998,1363.589966
2025-07-01,1.000000,7.163600,143.800003,1348.500000
2025-07-02,1.000000,7.164500,143.401993,1355.589966
2025-07-03,1.000000,7.164900,143.526001,1354.750000
2025-07-04,1.000000,7.164900,144.682007,1357.099976
2025-07-07,1.000000,7.164900,144.498001,1362.199951
2025-07-08,1.000000,7.174400,145.891998,1374.640015
2025-07-09,1.000000,7.173800,146.848999,1370.300049
2025-07-10,1.000000,7.180000,146.113998,1373.000000
2025-07-11,1.000000,7.174800,146.287994,1372.640015
2025-07-14,1.000000,7.168100,147.294998,1378.170044
2025-07-15,1.000000,7.167000,147.792007,1382.010010
2025-07-16,1.000000,7.172900,148.761002,1386.449951
2025-07-17,1.000000,7.178500,148.003006,1384.920044
2025-07-18,1.000000,7.183200,148.442001,1391.579956
2025-07-21,1.000000,7.177700,148.431000,1390.569946
2025-07-22,1.000000,7.175500,147.408997,1381.819946
2025-07-23,1.000000,7.174300,146.785004,1379.780029
2025-07-24,1.000000,7.159500,146.348999,1373.719971
2025-07-25,1.000000,7.153500,147.005005,1372.000000
2025-07-28,1.000000,7.153500,147.813004,1382.780029
2025-07-29,1.000000,7.177800,148.479004,1388.290039
2025-07-30,1.000000,7.176400,148.442001,1388.859985
2025-07-31,1.000000,7.176400,149.225998,1392.520020
2025-08-01,1.000000,7.200200,150.772003,1391.510010
2025-08-04,1.000000,7.211600,147.343002,1390.180054
2025-08-05,1.000000,7.178000,146.792999,1383.589966
2025-08-06,1.000000,7.183400,147.559998,1386.579956
2025-08-07,1.000000,7.182800,147.192993,1384.390015
2025-08-08,1.000000,7.181000,146.837006,1384.969971
2025-08-11,1.000000,7.181000,147.664001,1387.810059
2025-08-12,1.000000,7.187700,148.125000,1389.790039
2025-08-13,1.000000,7.178500,147.757996,1383.089966
2025-08-14,1.000000,7.174300,147.119995,1378.780029
2025-08-15,1.000000,7.179500,147.690994,1387.869995
2025-08-18,1.000000,7.181700,147.264008,1387.979980
2025-08-19,1.000000,7.184600,147.916000,1386.910034
2025-08-20,1.000000,7.181900,147.731003,1391.339966
2025-08-21,1.000000,7.175700,147.317993,1396.910034
2025-08-22,1.000000,7.179900,148.386002,1399.609985
2025-08-25,1.000000,7.167500,147.214996,1382.890015
2025-08-26,1.000000,7.151000,147.822006,1389.050049
2025-08-27,1.000000,7.152000,147.462006,1393.949951
2025-08-28,1.000000,7.153000,147.315994,1392.750000
2025-08-29,1.000000,7.153000,146.789993,1384.410034
2025-09-01,1.000000,7.130400,147.097000,1388.839966
2025-09-02,1.000000,7.130400,147.084000,1392.939941
2025-09-03,1.000000,7.139000,148.548004,1394.569946
2025-09-04,1.000000,7.141400,147.979996,1389.630005
2025-09-05,1.000000,7.141400,148.375000,1392.060059
2025-09-08,1.000000,7.132500,148.343994,1385.510010
2025-09-09,1.000000,7.129300,147.363998,1385.719971
2025-09-10,1.000000,7.120900,147.391998,1387.250000
2025-09-11,1.000000,7.120700,147.332001,1387.199951
2025-09-12,1.000000,7.118400,147.223999,1389.500000
2025-09-15,1.000000,7.124200,147.666000,1393.699951
2025-09-16,1.000000,7.118500,147.404999,1385.010010
2025-09-17,1.000000,7.114200,146.412994,1377.640015
2025-09-18,1.000000,7.103300,146.891006,1378.689941
2025-09-19,1.000000,7.112900,147.947006,1386.750000
2025-09-22,1.000000,7.112900,148.095001,1396.229980
2025-09-23,1.000000,7.114000,147.725006,1389.390015
2025-09-24,1.000000,7.111600,147.613007,1391.849976
2025-09-25,1.000000,7.131500,148.751007,1403.650024
2025-09-26,1.000000,7.133800,149.453995,1408.920044
2025-09-27,1.000000,7.132300,149.453995,1409.459961
2025-09-29,1.000000,7.119900,148.973999,1400.579956
2025-09-30,1.000000,7.123800,148.386002,1404.300049
2025-10-01,1.000000,7.120000,147.496994,1402.979980
2025-10-02,1.000000,7.118500,147.162003,1400.680054
2025-10-03,1.000000,7.120000,147.723999,1409.000000
2025-10-04,1.000000,7.118500,147.399002,1407.380005
2025-10-05,1.000000,7.120000,147.399002,1405.599976
2025-10-06,1.000000,7.120000,150.300003,1405.599976
2025-10-07,1.000000,7.120000,150.414001,1409.310059
2025-10-08,1.000000,7.120000,152.365997,1419.729980
2025-10-09,1.000000,7.124600,152.500000,1418.010010
2025-10-10,1.000000,7.123800,152.740005,1420.790039
2025-10-11,1.000000,7.133500,151.119003,1429.020020
2025-10-12,1.000000,7.133500,151.119003,1429.020020
2025-10-13,1.000000,7.130200,151.893005,1428.180054
2025-10-14,1.000000,7.136100,151.820007,1429.449951
2025-10-15,1.000000,7.125700,151.255997,1421.880005
2025-10-16,1.000000,7.125500,151.067001,1419.050049
2025-10-17,1.000000,7.122100,149.923996,1419.619995
2025-10-18,1.000000,7.125900,150.584000,1421.569946
2025-10-19,1.000000,7.125900,150.584000,1421.569946
2025-10-20,1.000000,7.123200,150.595993,1418.280029
2025-10-21,1.000000,7.117100,151.067001,1424.939941
2025-10-22,1.000000,7.122300,151.770004,1428.520020
2025-10-23,1.000000,7.122700,152.416000,1439.390015
2025-10-24,1.000000,7.123200,152.929993,1438.119995
2025-10-25,1.000000,7.121500,152.809998,1438.599976
2025-10-26,1.000000,7.121500,152.809998,1438.599976
2025-10-27,1.000000,7.112600,153.121002,1433.380005
2025-10-28,1.000000,7.098400,151.903000,1434.380005
2025-10-29,1.000000,7.099800,152.072998,1433.780029
2025-10-30,1.000000,7.096600,152.686005,1422.839966
2025-10-31,1.000000,7.109100,153.921005,1426.380005
2025-11-01,1.000000,7.109800,153.899994,1424.020020
2025-11-02,1.000000,7.109800,153.940002,1424.020020
2025-11-03,1.000000,7.114700,154.084000,1426.630005
2025-11-04,1.000000,7.124700,154.033005,1440.579956
2025-11-05,1.000000,7.127600,153.487000,1447.479980
2025-11-06,1.000000,7.123500,153.983002,1446.560059
2025-11-07,1.000000,7.121200,153.132004,1456.479980
2025-11-08,1.000000,7.122200,152.947998,1458.000000
2025-11-09,1.000000,7.122200,152.947998,1458.000000
2025-11-10,1.000000,7.118800,153.871994,1453.479980
2025-11-11,1.000000,7.121600,154.287994,1466.680054
2025-11-12,1.000000,7.118500,154.779007,1468.579956
2025-11-13,1.000000,7.101600,154.811996,1466.380005
2025-11-14,1.000000,7.092600,154.393997,1452.969971
2025-11-15,1.000000,7.112000,154.632996,1468.709961
2025-11-16,1.000000,7.098400,154.632996,1457.300049
2025-11-17,1.000000,7.103900,154.647995,1459.680054
2025-11-18,1.000000,7.110900,155.024994,1465.380005
2025-11-19,1.000000,7.109700,155.296997,1467.400024
2025-11-20,1.000000,7.115000,157.425003,1468.780029
2025-11-21,1.000000,7.111100,157.272003,1471.180054
2025-11-22,1.000000,7.106100,157.369003,1469.550049
2025-11-23,1.000000,7.106100,157.369003,1469.550049
2025-11-24,1.000000,7.107300,156.548004,1476.020020
2025-11-25,1.000000,7.094300,156.794998,1473.979980
2025-11-26,1.000000,7.081000,156.063995,1466.280029
2025-11-27,1.000000,7.078900,155.977005,1461.979980
2025-11-28,1.000000,7.075000,156.250000,1465.680054
2025-11-29,1.000000,7.075800,156.283997,1461.400024
2025-11-30,1.000000,7.075800,156.283997,1461.400024
2025-12-01,1.000000,7.073100,155.570999,1470.479980
2025-12-02,1.000000,7.073600,155.634003,1467.880005
2025-12-03,1.000000,7.063700,155.641006,1469.479980
2025-12-04,1.000000,7.068200,155.444000,1473.680054
2025-12-05,1.000000,7.069900,154.852997,1471.680054
2025-12-06,1.000000,7.070200,155.141998,1472.380005
2025-12-07,1.000000,7.070200,155.141998,1472.380005
2025-12-08,1.000000,7.067500,155.115997,1469.540039
2025-12-09,1.000000,7.068200,155.942001,1469.910034
2025-12-10,1.000000,7.061200,156.615997,1470.520020
2025-12-11,1.000000,7.061200,155.843994,1472.339966
2025-12-12,1.000000,7.054700,155.720993,1473.180054
2025-12-13,1.000000,7.054600,155.567001,1477.300049
2025-12-14,1.000000,7.054300,155.567001,1474.599976
2025-12-15,1.000000,7.049400,155.210999,1472.229980
2025-12-16,1.000000,7.042200,154.804001,1474.430054
2025-12-17,1.000000,7.043900,155.108994,1479.680054
2025-12-18,1.000000,7.041500,155.718994,1477.579956
2025-12-19,1.000000,7.040300,156.026001,1478.130005
2025-12-20,1.000000,7.040800,155.585999,1477.400024
2025-12-21,1.000000,7.040800,157.750000,1477.400024
2025-12-22,1.000000,7.039500,157.350998,1480.619995
2025-12-23,1.000000,7.028300,156.091995,1480.599976
2025-12-24,1.000000,7.023500,155.772995,1455.819946
2025-12-25,1.000000,7.005300,155.720993,1445.569946
2025-12-26,1.000000,7.007200,156.171005,1437.079956
2025-12-27,1.000000,7.005800,156.089996,1441.959961
2025-12-28,1.000000,7.003800,156.089996,1441.959961
2025-12-29,1.000000,7.009000,156.358002,1433.699951
2025-12-30,1.000000,6.999400,156.044006,1435.479980
2025-12-31,1.000000,6.988000,156.593002,1441.329956
2026-01-01,1.000000,6.987500,156.746002,1439.500000
2026-01-02,1.000000,6.987500,156.835007,1443.329956
2026-01-03,1.000000,6.987500,156.731003,1444.500000
2026-01-04,1.000000,6.987500,156.731003,1444.500000
2026-01-05,1.000000,6.981400,157.222000,1446.890015
2026-01-06,1.000000,6.980500,156.360992,1444.250000
2026-01-07,1.000000,6.985700,156.408005,1448.640015
2026-01-08,1.000000,6.985700,156.699997,1449.079956
2026-01-09,1.000000,6.980000,157.276993,1456.660034
2026-01-10,1.000000,6.983100,156.880005,1457.800049
2026-01-11,1.000000,6.983100,156.880005,1457.800049
2026-01-12,1.000000,6.974400,158.128998,1468.810059
2026-01-13,1.000000,6.974800,158.768005,1473.579956
